Cluster,Capybara_ID,ensmbl_CporID,gene_name,LR_codeml,Pval_codeml,LR_aBSREL,Pval_aBSREL
cluster13679,s8_002149-RA,ENSCPOP00000017971,CAMK2N1,0,1,0,1
cluster13680,s5_000420-RA,ENSCPOP00000002380,TM4SF5,0,1,0,1
cluster13681,s8_000515-RA,ENSCPOP00000009080,0,0,1,0,1
cluster13683,s4_000362-RA,ENSCPOP00000016248,0,82.912256,8.57776876744e-20,48.5255142626274,9.36045685406839e-12
cluster13684,s2_000436-RA,ENSCPOP00000004892,MEP1B,25.355378,4.76821159363e-07,32.8396706162621,2.41875461881591e-08
cluster13685,s3_001845-RA,ENSCPOP00000004956,TMEM199,0,1,0,1
cluster13686,s1_000976-RA,ENSCPOP00000002569,PANX1,0.108658,0.741677186813,0,1
cluster13687,s10_001164-RA,ENSCPOP00000005321,TMPRSS4,30.380848,3.55016032397e-08,26.4874500550341,5.84479308063379e-07
cluster13688,s2_001380-RA,ENSCPOP00000001248,0,0.05088,0.821539022488,0,1
cluster13689,s9_000349-RA,ENSCPOP00000001894,F3,0,1,0,1
cluster13690,s4_000738-RA,ENSCPOP00000009025,TCAP,0.113312,0.736404524623,0,1
cluster13691,s3_001714-RA,ENSCPOP00000013245,CLCN1,19.338556,1.09473362938e-05,10.1554844580787,0.00215793556971117
cluster13692,s3_002527-RA,ENSCPOP00000001142,USH1C,0,1,0,1
cluster13693,s2_001964-RA,ENSCPOP00000014802,PGP,0,1,0,1
cluster13694,s3_002250-RA,ENSCPOP00000006539,PMPCA,1.274034,0.259011266218,1.27270082110226,0.210618225963114
cluster13695,s1_000385-RA,ENSCPOP00000013622,COMMD8,0.207378,0.648830308895,0,1
cluster13696,s3_002237-RA,ENSCPOP00000015522,SOHLH1,0,1,0,1
cluster13698,s10_000874-RA,ENSCPOP00000021256,MPZ,48.009832,4.24087222262e-12,44.3994772526671,7.38877847794583e-11
cluster13699,s2_000058-RA,ENSCPOP00000001493,DUSP6,1.683722,0.194430619508,0,1
cluster13700,s2_001972-RA,ENSCPOP00000002722,NTN3,25.211606,5.13721184727e-07,30.3801427810604,8.29881001696009e-08
cluster13701,s7_000369-RA,ENSCPOP00000012680,LURAP1L,0,1,0,1
cluster13702,s5_000563-RA,ENSCPOP00000002940,SIX2,0,1,0,1
cluster13703,s7_001583-RA,ENSCPOP00000010207,PAF1,0,1,0,1
cluster13706,s10_000824-RA,ENSCPOP00000002290,NUDT8,0.0810980000001,0.775814913189,0,1
cluster13707,s3_000031-RA,ENSCPOP00000015626,0,41.857502,9.81733795476e-11,36.179921769166,4.53573878456126e-09
cluster13708,s1_000713-RA,ENSCPOP00000005915,EIF2A,11.117178,0.000855318251314,9.97547916633721,0.00236359707193434
cluster13709,s4_000804-RA,ENSCPOP00000017591,UBE2Z,0,1,0,1
cluster13711,s10_001086-RA,ENSCPOP00000010219,HOXA11,0,1,0,1
cluster13712,s8_000977-RA,ENSCPOP00000004218,RCN1,0,1,0,1
cluster13713,s7_001908-RA,ENSCPOP00000016182,TTYH1,0,1,0,1
cluster13714,s8_001398-RA,ENSCPOP00000014444,PLN,0,1,0,1
cluster13715,s2_000250-RA,ENSCPOP00000021061,FAM43A,8.463096,0.00362424430793,0.42766210960599,0.344873108419206
cluster13716,s10_002050-RA,ENSCPOP00000003798,PLA2G12A,0,1,0,1
cluster13718,s4_000827-RA,ENSCPOP00000015895,SGCA,0,1,0,1
cluster13719,s6_001248-RA,ENSCPOP00000018932,BMPR1A,114.862334,8.43548950348e-27,118.378419712941,0
cluster13720,s10_001766-RA,ENSCPOP00000014821,MAGEB10,0,1,0,1
cluster13721,s5_000618-RA,ENSCPOP00000020612,CEBPZ,0,1,0,1
cluster13722,s3_001659-RA,ENSCPOP00000020492,KLHDC7B,39.018246,4.1986303266e-10,79.1262280957708,0
cluster13723,s5_000837-RA,ENSCPOP00000009411,Ambp,8.412822,0.00372583874096,6.46924694542759,0.0140076489877859
cluster13724,s3_001640-RA,ENSCPOP00000001818,TTLL8,86.001514,1.79797931837e-20,84.196787805342,0
cluster13725,s4_001316-RA,ENSCPOP00000013424,ANKRD52,0,1,0,1
cluster13726,s2_001265-RA,ENSCPOP00000015590,C1QTNF12,29.690374,5.06858854018e-08,26.9171357288569,4.71159721626702e-07
cluster13727,s8_001017-RA,ENSCPOP00000005478,0,-1.4000000192e-05,1,0,1
cluster13728,s4_001775-RA,ENSCPOP00000019017,ARHGDIG,-0.13499,1,0,1
cluster13729,s7_000209-RA,ENSCPOP00000000816,0,3.557742,0.0592683099131,3.86435832727966,0.0533140824093873
cluster13731,s10_001215-RA,ENSCPOP00000018262,OAF,0,1,0,1
cluster13732,s7_001567-RA,ENSCPOP00000011870,NFKBIB,-0.000224000000344,1,0,1
cluster13733,s2_000480-RA,ENSCPOP00000018891,GATA6,0,1,0,1
cluster13734,s6_000729-RA,ENSCPOP00000007961,NIPAL3,0,1,0,1
cluster13736,s8_000924-RA,ENSCPOP00000007402,ADGRB1,227.415726,2.18244457171e-51,209.136959187876,0
cluster13738,s1_000706-RA,ENSCPOP00000019945,P2RY14,3.67337,0.0552882890777,3.55804110742611,0.0624925461079386
cluster13739,s4_000407-RA,ENSCPOP00000002191,OLFML1,0,1,0,1
cluster13740,s6_001625-RA,ENSCPOP00000021027,JPH4,0,1,0,1
cluster13741,s9_001061-RA,ENSCPOP00000011085,DNAJC1,0,1,0,1
cluster13742,s4_001109-RA,ENSCPOP00000014009,CLDN34,1.530226,0.216078529341,0,1
cluster13743,s4_000880-RA,ENSCPOP00000011522,ATIC,161.964778,4.21098665547e-37,140.143705577472,0
cluster13744,s6_001752-RA,ENSCPOP00000020695,SPACA4,0,1,0,1
cluster13745,s4_001268-RA,ENSCPOP00000008006,INHBC,0.00074400000085,0.97823930912,0,1
cluster13746,s9_001453-RA,ENSCPOP00000021136,CARTPT,0,1,0,1
cluster13747,s2_000201-RA,ENSCPOP00000013800,CCDC39,0,1,0,1
cluster13748,s3_001054-RA,ENSCPOP00000003792,GOLT1A,0,1,0,1
cluster13749,s8_000385-RA,ENSCPOP00000017421,0,0.943036,0.331498281284,0.568990819059309,0.315850186170275
cluster13750,s9_000212-RA,ENSCPOP00000011680,F11,80.89317,2.38255712761e-19,66.0659940026885,1.4432899320127e-15
cluster13751,s1_000451-RA,ENSCPOP00000007070,TAPT1,251.830614,1.0359887182e-56,223.060680399018,0
cluster13752,s5_001079-RA,ENSCPOP00000012868,SIX5,0,1,0,1
cluster13753,s9_000793-RA,ENSCPOP00000015807,0,35.02236,3.25940892373e-09,34.2579005612063,1.18826588013654e-08
cluster13754,s6_001136-RA,ENSCPOP00000014381,MPC1L,0,1,0,1
cluster13755,s7_002239-RA,ENSCPOP00000020632,GCDH,43.655956,3.91483868736e-11,40.200721250515,6.05133665398938e-10
cluster13756,s9_001394-RA,ENSCPOP00000017935,WNT3A,0.00169199999982,0.96718912717,10.7381264988207,0.00160744900223708
cluster13757,s10_000621-RA,ENSCPOP00000003552,MFSD14B,0,1,0,1
cluster13758,s2_000994-RA,ENSCPOP00000018565,PABPN1L,22.61346,1.98091936676e-06,14.3863303054063,0.000255287658246228
cluster13759,s4_001583-RA,ENSCPOP00000014121,WRB,0.72487,0.394551092116,0,1
cluster13760,s4_001881-RA,ENSCPOP00000002397,VEZF1,42.429658,7.32705139321e-11,54.0950230480562,5.759281940243e-13
cluster13761,s9_000456-RA,ENSCPOP00000017045,LMOD2,33.588852,6.80818057756e-09,26.7702805178242,5.07174919672781e-07
cluster13762,s5_000369-RA,ENSCPOP00000013346,0,0,1,0,1
cluster13763,s6_000991-RA,ENSCPOP00000006168,DNAJC27,0,1,0,1
cluster13765,s3_001052-RA,ENSCPOP00000005374,PPP1R15B,1.171328,0.279128540225,0,1
cluster13766,s3_001195-RA,ENSCPOP00000013067,HDX,0.0496899999998,0.82360357728,0.31884304439518,0.37025181611662
cluster13767,s6_001946-RA,ENSCPOP00000018256,CEACAM16,0.458782,0.49819375784,0,1
cluster13768,s4_000993-RA,ENSCPOP00000017814,0,0,1,0,1
cluster13769,s7_002275-RA,ENSCPOP00000000552,CSTB,0,1,0,1
cluster13770,s8_001780-RA,ENSCPOP00000015620,0,0,1,0,1
cluster13771,s4_001113-RA,ENSCPOP00000015345,NFATC2IP,0,1,0,1
cluster13772,s2_002334-RA,ENSCPOP00000010363,ZMPSTE24,83.592946,6.07895915748e-20,89.3157838220613,0
cluster13773,s9_000523-RA,ENSCPOP00000012638,PODXL,0,1,0,1
cluster13774,s10_000576-RA,ENSCPOP00000013616,SPTLC1,3.60113,0.0577403111109,9.7761820090218,0.00261431242995786
cluster13775,s9_001265-RA,ENSCPOP00000017860,NAXE,0,1,0,1
cluster13776,s8_000024-RA,ENSCPOP00000019169,FAM198B,5.289532,0.0214539847817,2.7370930935158,0.095951562028191
cluster13777,s8_000805-RA,ENSCPOP00000015024,TMEM242,42.847478,5.91783277209e-11,36.0038932050816,4.95395591215697e-09
cluster13778,s2_001218-RA,ENSCPOP00000015472,TTC34,0.0309820000002,0.860280551828,0,1
cluster13779,s3_000285-RA,ENSCPOP00000017377,0,0,1,0,1
cluster13780,s4_000990-RA,ENSCPOP00000017899,RHOF,0,1,0,1
cluster13781,s3_000518-RA,ENSCPOP00000009856,CALHM1,0,1,0,1
cluster13782,s3_002160-RA,ENSCPOP00000013984,RASD1,0.227994,0.633015252911,0,1
cluster13783,s8_001389-RA,ENSCPOP00000017151,0,0,1,0,1
cluster13784,s10_000268-RA,ENSCPOP00000016108,RND3,0,1,0,1
cluster13785,s6_001534-RA,ENSCPOP00000009124,YWHAG,0,1,0,1
cluster13786,s6_000423-RA,ENSCPOP00000006346,ITM2B,0,1,0,1
cluster13787,s2_002715-RA,ENSCPOP00000000164,NCF1,0,1,0,1
cluster13789,s8_001709-RA,ENSCPOP00000017396,CAPS,0.832816,0.36145951516,0,1
cluster13790,s2_001588-RA,ENSCPOP00000013879,ILKAP,52.113766,5.23764564342e-13,45.1907571515449,4.97145102862362e-11
cluster13791,s2_002131-RA,ENSCPOP00000012813,DMC1,0.591994,0.441649085523,0,1
cluster13792,s8_000981-RA,ENSCPOP00000020813,CCDC73,1.18846,0.275640412747,0,1
cluster13793,s7_000732-RA,ENSCPOP00000015080,41334,0,1,0,1
cluster13794,s10_001144-RA,ENSCPOP00000016494,Apoc3,10.333832,0.00130613750938,11.0337050602442,0.00138448312955364
cluster13795,s5_000703-RA,ENSCPOP00000004716,ART4,2.084614,0.148789828239,0.23541603349895,0.39219400837799
cluster13796,s9_000477-RA,ENSCPOP00000005638,SND1,-0.000242000000071,1,0,1
cluster13797,s7_000823-RA,ENSCPOP00000013196,MYOC,0,1,0,1
cluster13798,s10_000539-RA,ENSCPOP00000019315,ING1,0,1,0,1
cluster13799,s2_002632-RA,ENSCPOP00000015841,MORN5,0.152114,0.696523275004,0,1
cluster13800,s3_001576-RA,ENSCPOP00000006274,DNAJA2,48.735888,2.92858211185e-12,45.4273952216308,4.41590097821631e-11
cluster13801,s9_000233-RA,ENSCPOP00000009599,FGF20,63.557818,1.5572834187e-15,66.0887804669946,1.38777878078145e-15
cluster13802,s7_000906-RA,ENSCPOP00000013783,MAGI2,77.874306,1.09810543005e-18,76.3577391154322,0
cluster13805,s10_002152-RA,ENSCPOP00000018452,USE1,0,1,0,1
cluster13806,s8_000411-RA,ENSCPOP00000014337,MRPL19,0,1,0,1
cluster13807,s7_000481-RA,ENSCPOP00000014721,TRIM41,0,1,0,1
cluster13808,s1_000820-RA,ENSCPOP00000011854,THAP12,0,1,0,1
cluster13809,s1_000943-RA,ENSCPOP00000010555,C11orf70,0,1,0,1
cluster13811,s7_000285-RA,ENSCPOP00000013514,LYRM7,0,1,0,1
cluster13812,s8_001130-RA,ENSCPOP00000014082,EGR3,0,1,0,1
cluster13813,s7_001065-RA,ENSCPOP00000007679,SPCS3,18.661402,1.56110893294e-05,20.7295669258372,1.05148505086805e-05
cluster13814,s10_000406-RA,ENSCPOP00000011102,ANKH,117.678382,2.03910940222e-27,94.5064451408716,0
cluster13815,s4_000460-RA,ENSCPOP00000008117,EIF4G2,0,1,0,1
cluster13816,s1_001706-RA,ENSCPOP00000007337,CCDC12,0,1,0,1
cluster13817,s4_000910-RA,ENSCPOP00000017498,Crygb,0,1,0,1
cluster13818,s6_001227-RA,ENSCPOP00000001344,FAM170B,4.663636,0.0308078851284,0,1
cluster13820,s2_000064-RA,ENSCPOP00000011219,C12orf50,83.33862,6.91356574511e-20,65.5709893439216,1.83186799063151e-15
cluster13821,s8_001532-RA,ENSCPOP00000016601,HHIPL1,87.85386,7.04735764763e-21,52.6266924854654,1.20103926803949e-12
cluster13822,s8_001612-RA,ENSCPOP00000014453,FBXL12,0,1,0,1
cluster13823,s5_000397-RA,ENSCPOP00000014862,ACADVL,176.421868,2.92896537444e-40,161.06132778112,0
cluster13824,s4_000478-RA,ENSCPOP00000013792,CYP2R1,91.292136,1.23952264495e-21,63.9567196960143,4.16333634234434e-15
cluster13825,s8_000823-RA,ENSCPOP00000018890,TCF21,0,1,0,1
cluster13826,s9_001379-RA,ENSCPOP00000016234,F2R,0,1,0,1
cluster13827,s2_002143-RA,ENSCPOP00000001021,POLR2F,0,1,0,1
cluster13828,s4_001004-RA,ENSCPOP00000017232,Niacr1,5.799816,0.0160278517421,10.3531601940867,0.00195269242200918
cluster13829,s1_000766-RA,ENSCPOP00000007123,OVOL2,0,1,0,1
cluster13830,s6_000007-RA,ENSCPOP00000003228,0,47.841674,4.62065171732e-12,47.8734841955829,1.2974177288072e-11
cluster13831,s7_001822-RA,ENSCPOP00000001584,PLPP7,0.432822,0.51060747479,0,1
cluster13832,s8_001751-RA,ENSCPOP00000007281,SHD,0,1,0,1
cluster13833,s8_001392-RA,ENSCPOP00000002486,DCBLD1,0,1,0,1
cluster13834,s2_001610-RA,ENSCPOP00000019426,DUSP28,0,1,0,1
cluster13835,s3_001615-RA,ENSCPOP00000019434,KIAA0930,13.620008,0.000223787731664,10.4365857971361,0.00187205721982398
cluster13836,s4_000345-RA,ENSCPOP00000005307,BNIP3,0,1,0,1
cluster13837,s2_001338-RA,ENSCPOP00000010812,SNX33,0,1,0,1
cluster13838,s3_000131-RA,ENSCPOP00000012332,OSGIN2,0,1,0,1
cluster13839,s9_001301-RA,ENSCPOP00000018437,PTEN,4.936632,0.0262932226193,4.68386108161212,0.0349320041385624
cluster13841,s4_002073-RA,ENSCPOP00000003830,TEX45,50.72896,1.06043266761e-12,28.1740229852148,2.50846934002347e-07
cluster13842,s2_000576-RA,ENSCPOP00000000012,ALDH6A1,0.0376100000003,0.846228361075,0,1
cluster13843,s10_000235-RA,ENSCPOP00000004545,KCNJ3,6.189072,0.0128541575574,7.51330362605222,0.00823344755109023
cluster13844,s2_001777-RA,ENSCPOP00000011800,FARSB,30.924438,2.6827231367e-08,18.2015068639466,3.74489432072855e-05
cluster13845,s1_000182-RA,ENSCPOP00000013240,RPS17,0,1,0,1
cluster13846,s2_000222-RA,ENSCPOP00000005417,0,139.905222,2.79215516903e-32,125.277536331854,0
cluster13848,s3_001773-RA,ENSCPOP00000007207,YWHAE,22.765808,1.82992646998e-06,35.3334246798745,6.93189933231864e-09
cluster13849,s1_000549-RA,ENSCPOP00000006223,F5,20.700572,5.36999579648e-06,15.107642045361,0.000177541376977008
cluster13852,s1_002041-RA,ENSCPOP00000017600,0,0,1,0,1
cluster13853,s2_001406-RA,ENSCPOP00000014578,C16orf78,20.032142,7.61513489361e-06,13.2371567442688,0.000455489161149292
cluster13855,s8_001396-RA,ENSCPOP00000006384,SLC35F1,0,1,0,1
cluster13856,s10_000556-RA,ENSCPOP00000012473,GRTP1,66.820528,2.973851696e-16,50.0858346374771,4.28568291965803e-12
cluster13857,s2_000142-RA,ENSCPOP00000010759,SERPINI1,1.34001,0.247032204701,0,1
cluster13858,s4_001309-RA,ENSCPOP00000013451,Il23a,0,1,0,1
cluster13859,s8_001629-RA,ENSCPOP00000000898,ICAM5,1.835026,0.175535051129,0,1
cluster13860,s1_001115-RA,ENSCPOP00000008413,RSL24D1,0,1,0,1
cluster13861,s7_000346-RA,ENSCPOP00000003387,0,0,1,0,1
cluster13862,s2_002634-RA,ENSCPOP00000009143,0,-1.00000002021e-05,1,6.18368275985631,0.0162041464673572
cluster13863,s4_000009-RA,ENSCPOP00000020006,MAFA,4.434852,0.0352122725236,0,1
cluster13864,s3_001822-RA,ENSCPOP00000018169,TRAF4,0,1,0,1
cluster13865,s10_000126-RA,ENSCPOP00000006057,HOXD13,-1.99999976758e-06,1,0,1
cluster13866,s2_000486-RA,ENSCPOP00000009405,ROCK1,154.04272,2.26669391024e-35,128.507339379952,0
cluster13867,s6_001945-RA,ENSCPOP00000021041,0,11.192404,0.000821328652774,0.962121146249046,0.250768849305124
cluster13868,s2_001633-RA,ENSCPOP00000014293,BOK,0,1,0,1
cluster13869,s8_001806-RA,ENSCPOP00000019268,AMH,0,1,0,1
cluster13870,s6_000191-RA,ENSCPOP00000012207,0,88.648062,4.71688522776e-21,72.586569803032,5.55111512312578e-17
cluster13871,s1_000675-RA,ENSCPOP00000005320,SSR3,0,1,0,1
cluster13872,s1_000695-RA,ENSCPOP00000014776,SUCNR1,3.863016,0.0493615213621,2.81692378716298,0.0920107292778831
cluster13874,s1_001329-RA,ENSCPOP00000020696,GSTTP1,0,1,0,1
cluster13875,s6_001726-RA,ENSCPOP00000019804,C15orf61,0,1,0,1
cluster13876,s2_002066-RA,ENSCPOP00000020435,NAGA,0,1,3.16344180920259,0.0767471346784463
cluster13877,s2_001113-RA,ENSCPOP00000000201,AADACL3,0,1,2.6308792179625,0.101467630392935
cluster13879,s6_001665-RA,ENSCPOP00000011164,CTSG,2.624332,0.105236785418,4.82504443979224,0.0324865422464077
cluster13880,s4_002182-RA,ENSCPOP00000020903,0,66.318794,3.83583805827e-16,65.7915612097977,1.66533453693774e-15
cluster13881,s2_001186-RA,ENSCPOP00000007586,KLHL21,0,1,0,1
cluster13882,s3_000376-RA,ENSCPOP00000008021,DIRC2,10.819692,0.00100426194249,6.9495370742593,0.0109675188676762
cluster13883,s2_000251-RA,ENSCPOP00000002353,LSG1,0,1,0,1
cluster13884,s9_000393-RA,ENSCPOP00000000890,SLC25A24,0,1,0,1
cluster13885,s6_000346-RA,ENSCPOP00000000964,TMEM26,0,1,0,1
cluster13886,s6_000770-RA,ENSCPOP00000009342,SFN,0,1,0,1
cluster13887,s7_001246-RA,ENSCPOP00000003535,COA7,9.225648,0.00238648216466,6.05266990728069,0.0173249697712266
cluster13888,s2_001548-RA,ENSCPOP00000005595,GIGYF2,88.606148,4.81789483881e-21,82.1163185760524,0
cluster13889,s5_000901-RA,ENSCPOP00000004322,APH1B,0.00248800000008,0.960218130177,0,1
cluster13890,s10_002134-RA,ENSCPOP00000008457,CIB3,0,1,0,1
cluster13891,s10_001542-RA,ENSCPOP00000016517,NT5DC3,64.55413,9.39164761118e-16,57.0101313128771,1.33892896769794e-13
cluster13892,s7_000920-RA,ENSCPOP00000014950,PSMC2,0,1,0,1
cluster13893,s3_000020-RA,ENSCPOP00000011465,ODF1,0,1,0,1
cluster13894,s4_000992-RA,ENSCPOP00000000172,HPD,-0.00532600000042,1,0,1
cluster13895,s3_000868-RA,ENSCPOP00000000078,SERPINB2,0,1,0,1
cluster13896,s2_001526-RA,ENSCPOP00000011438,ITM2C,0,1,0,1
cluster13897,s3_002353-RA,ENSCPOP00000012493,RRP9,125.88614,3.25641089009e-29,124.036949772149,0
cluster13898,s8_000777-RA,ENSCPOP00000013115,NET1,0.303892,0.581452711596,0,1
cluster13899,s5_000666-RA,ENSCPOP00000009632,PYROXD1,0,1,0,1
cluster13900,s7_001281-RA,ENSCPOP00000014098,DHCR24,0.0583780000006,0.809078190547,0,1
cluster13901,s1_001390-RA,ENSCPOP00000012951,MLEC,0,1,0,1
cluster13902,s7_000865-RA,ENSCPOP00000011880,TOR3A,0,1,0,1
cluster13903,s4_000516-RA,ENSCPOP00000016214,HOXC13,0,1,0,1
cluster13904,s3_000243-RA,ENSCPOP00000011154,PRELID3B,0.286714,0.592334012495,0,1
cluster13906,s3_001275-RA,ENSCPOP00000006304,CCT6A,0,1,0,1
cluster13907,s8_000965-RA,ENSCPOP00000008373,FIBIN,0,1,0,1
cluster13908,s8_001879-RA,ENSCPOP00000014302,TPGS1,0,1,0,1
cluster13909,s10_001338-RA,ENSCPOP00000005992,0,-0.00554599999998,1,0,1
cluster13910,s2_000229-RA,ENSCPOP00000016411,0,39.823848,2.77930748666e-10,30.3988505876589,8.221341463166e-08
cluster13911,s10_001028-RA,ENSCPOP00000016610,RGS9BP,0,1,0,1
cluster13913,s7_001347-RA,ENSCPOP00000009858,MITD1,0,1,0,1
cluster13914,s8_002880-RA,ENSCPOP00000000595,PNP,5.639456,0.0175606549981,0.766116437175242,0.280816192149927
cluster13915,s5_000633-RA,ENSCPOP00000013525,MED21,0,1,0,1
cluster13916,s7_001266-RA,ENSCPOP00000010533,CDCP2,17.922896,2.30037004927e-05,13.7191764237968,0.000357258972221164
cluster13917,s10_001790-RA,ENSCPOP00000014564,KIF11,35.428396,2.64601025284e-09,23.2697221964354,2.93721438376915e-06
cluster13918,s9_000223-RA,ENSCPOP00000000980,FGL1,0,1,0,1
cluster13919,s1_001479-RA,ENSCPOP00000008332,0,0,1,0,1
cluster13920,s2_000268-RA,ENSCPOP00000015379,OSTN,0,1,0,1
cluster13921,s3_000035-RA,ENSCPOP00000001279,COLEC10,5.87264,0.0153779735119,6.56056315033447,0.0133705662423229
cluster13922,s6_000231-RA,ENSCPOP00000018023,0,0,1,0,1
cluster13923,s2_002516-RA,ENSCPOP00000004532,MRPL16,0,1,0,1
cluster13924,s3_001253-RA,ENSCPOP00000005674,NUDCD3,0,1,0,1
cluster13925,s4_002024-RA,ENSCPOP00000010336,NAA10,5.816236,0.0158788902994,5.15940751935068,0.0273630930644722
cluster13926,s2_000900-RA,ENSCPOP00000016801,TERF2IP,95.826498,1.25405930655e-22,59.4536156833747,3.94129173741931e-14
cluster13927,s7_001345-RA,ENSCPOP00000014638,LYG2,22.691664,1.9019116881e-06,19.5494103775713,1.90222579960486e-05
cluster13928,s6_001453-RA,ENSCPOP00000020433,EN2,0,1,0,1
cluster13929,s6_000341-RA,ENSCPOP00000006800,ZNF365,0,1,0,1
cluster13930,s10_000036-RA,ENSCPOP00000013998,TMEFF2,44.174406,3.00383166127e-11,44.8011094914627,6.04259975389709e-11
cluster13931,s10_001061-RA,ENSCPOP00000021178,0,0,1,0,1
cluster13933,s2_000685-RA,ENSCPOP00000004029,AMFR,0,1,0,1
cluster13934,s1_000073-RA,ENSCPOP00000012711,C15orf62,0,1,0,1
cluster13935,s3_001124-RA,ENSCPOP00000015120,0,0,1,0,1
cluster13936,s5_000617-RA,ENSCPOP00000014635,NDUFAF7,29.834244,4.70605853407e-08,30.9801316750973,6.14311167490555e-08
cluster13937,s6_000799-RA,ENSCPOP00000013208,ATPIF1,63.726992,1.42912965396e-15,64.7946637939854,2.72004641033163e-15
cluster13939,s9_000415-RA,ENSCPOP00000012309,PSMA5,80.402466,3.05413819035e-19,84.022776529112,0
cluster13940,s9_001572-RA,ENSCPOP00000006083,IGDCC3,93.745994,3.58727422262e-22,76.3664249484109,0
cluster13941,s3_000034-RA,ENSCPOP00000019138,MAL2,2.887516,0.0892684627569,2.62762580545404,0.101641694058747
cluster13942,s8_000212-RA,ENSCPOP00000006229,SERPINB12,0,1,0,1
cluster13943,s1_000436-RA,ENSCPOP00000005824,DHX15,21.742156,3.11862363451e-06,21.1990653488947,8.3062295798686e-06
cluster13944,s8_000485-RA,ENSCPOP00000008757,TGFA,0,1,0,1
cluster13945,s7_001473-RA,ENSCPOP00000005430,0,0,1,0,1
cluster13946,s10_001430-RA,ENSCPOP00000004270,WDYHV1,0.1092,0.741056768907,0,1
cluster13949,s1_002094-RA,ENSCPOP00000019084,Fth1,0,1,0,1
cluster13950,s4_001382-RA,ENSCPOP00000013510,TACO1,0,1,0,1
cluster13951,s7_000293-RA,ENSCPOP00000007467,SLC36A2,20.285082,6.67187682358e-06,15.9103291064666,0.000118536709115047
cluster13952,s2_002540-RA,ENSCPOP00000001484,DTX4,0,1,0,1
cluster13953,s10_000407-RA,ENSCPOP00000010904,OTULIN,0.00928599999997,0.923231567323,0,1
cluster13954,s2_001863-RA,ENSCPOP00000009949,0,0,1,0,1
cluster13955,s7_002203-RA,ENSCPOP00000019093,GIPC1,0,1,0,1
cluster13956,s7_000043-RA,ENSCPOP00000001221,CDO1,19.89812,8.16806084289e-06,13.5940144541346,0.000380515597593334
cluster13957,s6_001601-RA,ENSCPOP00000012652,PSMB5,0,1,0,1
cluster13958,s3_000766-RA,ENSCPOP00000005929,PCK1,0.402877999999,0.525606668374,0,1
cluster13959,s4_002033-RA,ENSCPOP00000010525,ABCD1,0,1,0,1
cluster13960,s2_001666-RA,ENSCPOP00000002143,0,36.110406,1.86448537631e-09,43.3844513629683,1.22838239580148e-10
cluster13961,s1_000926-RA,ENSCPOP00000000775,DDI1,39.45342,3.35978792819e-10,61.9464616876549,1.13242748511766e-14
cluster13962,s4_001458-RA,ENSCPOP00000013786,0,4.460924,0.034678733968,3.55462025805082,0.0626036905114352
cluster13963,s1_000928-RA,ENSCPOP00000000194,MMP13,0,1,0,1
cluster13964,s5_000932-RA,ENSCPOP00000005295,UTP3,0,1,0,1
cluster13965,s8_001429-RA,ENSCPOP00000000264,RSPO3,97.98799,4.20927798573e-23,94.7568339803806,0
cluster13966,s9_000214-RA,ENSCPOP00000003279,FAT4,2.081422,0.149101218443,0,1
cluster13967,s8_000857-RA,ENSCPOP00000004261,GJE1,0,1,0,1
cluster13968,s8_001022-RA,ENSCPOP00000014502,RASSF7,0,1,0,1
cluster13970,s9_000645-RA,ENSCPOP00000000370,HINT2,0,1,0,1
cluster13971,s7_000598-RA,ENSCPOP00000012386,ARSK,74.369572,6.47798251413e-18,62.2127977756154,9.88098491916389e-15
cluster13972,s6_001122-RA,ENSCPOP00000011782,PPP1R2P9,1.515952,0.218233105587,0.881268313870805,0.262659345861217
cluster13973,s1_000060-RA,ENSCPOP00000016663,0,0.0626980000001,0.802281364788,0.175075556051979,0.40998324571421
cluster13974,s7_000619-RA,ENSCPOP00000015633,CETN3,39.555016,3.1894614592e-10,38.1689321410301,1.67445013410372e-09
cluster13975,s8_002308-RA,ENSCPOP00000016414,WAS,0.362532,0.547103379277,0,1
cluster13976,s2_002465-RA,ENSCPOP00000020651,Bri3,5.99999998485e-05,0.993819674579,0,1
cluster13978,s3_002351-RA,ENSCPOP00000020821,GPR62,0,1,0,1
cluster13979,s1_001553-RA,ENSCPOP00000017234,INHBA,0.0232179999998,0.878891537856,0,1
cluster13980,s7_000260-RA,ENSCPOP00000003686,HSPA4,0,1,0,1
cluster13981,s2_002689-RA,ENSCPOP00000002764,MAP2K1,0,1,0,1
cluster13982,s2_001889-RA,ENSCPOP00000018432,RHBDL1,0,1,0,1
cluster13983,s5_001058-RA,ENSCPOP00000020592,EXOC3L2,0,1,0,1
cluster13984,s9_001214-RA,ENSCPOP00000001032,DCST1,136.786848,1.34249387757e-31,118.265026522344,0
cluster13985,s9_000068-RA,ENSCPOP00000009837,ZNF804B,0,1,0,1
cluster13986,s4_001251-RA,ENSCPOP00000020537,AGAP2,-0.000401999999667,1,0,1
cluster13987,s8_001348-RA,ENSCPOP00000019364,KLF11,0,1,0,1
cluster13988,s2_000224-RA,ENSCPOP00000012610,Tfrc,14.804954,0.000119221897549,8.63601963567635,0.00465707517497321
cluster13989,s3_000178-RA,ENSCPOP00000002606,CRISPLD1,16.97495,3.78762658196e-05,17.0010567494801,6.84800709311317e-05
